machine_id,machine_type,timestamp,temperature_c,vibration_mm_s,runtime_hours,days_since_maintenance,failed_within_7d
M008,PRESS,2025-04-23,62.48,3.293,4727.8,25,0
M008,PRESS,2025-04-24,65.18,2.302,4744.7,26,0
M008,PRESS,2025-04-25,60.63,3.199,4753.9,27,0
M008,PRESS,2025-04-26,58.12,2.634,4769.6,28,0
M008,PRESS,2025-04-27,69.56,4.0,4782.0,29,0
M008,PRESS,2025-04-28,72.26,2.28,4788.1,0,0
M008,PRESS,2025-04-29,72.17,3.059,4796.5,1,0
M008,PRESS,2025-04-30,66.3,3.911,4803.2,2,0
M008,PRESS,2025-05-01,57.77,2.82,4822.2,3,0
M008,PRESS,2025-05-02,60.39,2.662,4834.7,4,0
M008,PRESS,2025-05-03,63.37,2.267,4843.0,5,0
M008,PRESS,2025-05-04,67.6,3.233,4859.8,6,0
M008,PRESS,2025-05-05,69.14,3.178,4873.9,7,0
M008,PRESS,2025-05-06,68.23,2.753,4883.4,8,0
M008,PRESS,2025-05-07,62.31,3.089,4895.5,9,0
M008,PRESS,2025-05-08,63.12,2.35,4915.5,10,0
M008,PRESS,2025-05-09,65.77,2.643,4928.3,11,0
M008,PRESS,2025-05-10,55.51,3.817,4935.8,12,0
M008,PRESS,2025-05-11,66.7,3.443,4942.9,13,0
M008,PRESS,2025-05-12,63.38,2.753,4954.2,14,0
M008,PRESS,2025-05-13,64.81,3.192,4967.3,15,0
M008,PRESS,2025-05-14,61.39,3.379,4982.3,16,0
M008,PRESS,2025-05-15,59.51,2.035,4999.3,17,0
M008,PRESS,2025-05-16,58.04,2.579,5005.6,18,0
M008,PRESS,2025-05-17,66.95,3.429,5020.7,19,0
M008,PRESS,2025-05-18,58.39,3.106,5037.5,20,0
M008,PRESS,2025-05-19,62.83,2.971,5048.5,21,0
M008,PRESS,2025-05-20,65.57,2.734,5066.1,22,0
M008,PRESS,2025-05-21,60.77,2.001,5085.1,23,0
M008,PRESS,2025-05-22,62.22,2.388,5104.1,24,0
M008,PRESS,2025-05-23,64.73,3.092,5116.8,25,0
M008,PRESS,2025-05-24,67.29,3.291,5132.6,26,0
M008,PRESS,2025-05-25,64.33,2.812,5147.9,27,0
M008,PRESS,2025-05-26,65.41,2.807,5166.1,28,0
M008,PRESS,2025-05-27,57.88,2.108,5173.2,29,0
M008,PRESS,2025-05-28,76.11,3.016,5181.1,30,0
M008,PRESS,2025-05-29,62.06,2.192,5196.5,0,0
M008,PRESS,2025-05-30,67.21,3.272,5203.2,1,0
M008,PRESS,2025-05-31,57.25,2.695,5216.8,2,0
M008,PRESS,2025-06-01,69.43,3.322,5233.0,3,0
M008,PRESS,2025-06-02,63.03,2.806,5239.8,4,0
M008,PRESS,2025-06-03,65.38,2.763,5257.3,5,0
M008,PRESS,2025-06-04,57.88,3.136,5277.2,6,0
M008,PRESS,2025-06-05,69.75,3.74,5293.6,7,0
M008,PRESS,2025-06-06,66.28,3.266,5303.6,8,0
M008,PRESS,2025-06-07,69.22,2.684,5318.3,9,0
M008,PRESS,2025-06-08,56.42,3.07,5328.9,10,0
M008,PRESS,2025-06-09,72.47,3.497,5345.8,11,0
M008,PRESS,2025-06-10,67.55,3.18,5355.8,12,0
M008,PRESS,2025-06-11,64.81,2.865,5362.3,13,0
M008,PRESS,2025-06-12,60.22,3.114,5378.2,14,0
M008,PRESS,2025-06-13,67.2,2.487,5384.9,15,0
M008,PRESS,2025-06-14,63.16,2.851,5401.5,16,0
M008,PRESS,2025-06-15,60.05,3.27,5409.7,17,0
M008,PRESS,2025-06-16,70.87,3.216,5420.1,18,0
M008,PRESS,2025-06-17,64.37,3.501,5429.7,19,0
M008,PRESS,2025-06-18,67.76,3.106,5438.1,20,0
M008,PRESS,2025-06-19,72.65,3.19,5446.7,21,0
M008,PRESS,2025-06-20,61.29,2.764,5457.0,22,0
M008,PRESS,2025-06-21,70.43,2.858,5465.0,23,0
M008,PRESS,2025-06-22,67.89,3.199,5478.6,24,0
M008,PRESS,2025-06-23,70.39,2.496,5492.1,25,0
M008,PRESS,2025-06-24,69.14,3.587,5501.8,26,0
M008,PRESS,2025-06-25,65.67,3.378,5519.5,27,0
M008,PRESS,2025-06-26,60.79,2.79,5525.6,28,0
M008,PRESS,2025-06-27,60.64,3.318,5542.8,29,0
M008,PRESS,2025-06-28,67.02,2.844,5560.2,0,0
M008,PRESS,2025-06-29,60.84,3.778,5572.3,1,0
M009,ROBOT_ARM,2025-01-01,49.91,1.165,955.2,10,0
M009,ROBOT_ARM,2025-01-02,49.23,1.442,970.1,11,0
M009,ROBOT_ARM,2025-01-03,43.99,1.227,987.1,12,0
M009,ROBOT_ARM,2025-01-04,52.35,1.143,995.2,13,0
M009,ROBOT_ARM,2025-01-05,50.46,1.539,1003.7,14,0
M009,ROBOT_ARM,2025-01-06,50.56,1.193,1023.2,15,0
M009,ROBOT_ARM,2025-01-07,48.29,1.462,1038.0,16,0
M009,ROBOT_ARM,2025-01-08,46.48,1.288,1045.4,17,0
M009,ROBOT_ARM,2025-01-09,46.05,1.655,1055.1,18,0
M009,ROBOT_ARM,2025-01-10,44.47,1.955,1063.4,19,0
M009,ROBOT_ARM,2025-01-11,51.79,1.719,1080.4,20,0
M009,ROBOT_ARM,2025-01-12,47.5,1.016,1087.3,21,0
M009,ROBOT_ARM,2025-01-13,45.69,1.637,1098.3,22,0
M009,ROBOT_ARM,2025-01-14,44.74,1.5,1112.5,23,0
M009,ROBOT_ARM,2025-01-15,47.98,1.54,1129.9,24,0
M009,ROBOT_ARM,2025-01-16,49.27,1.828,1148.3,25,0
M009,ROBOT_ARM,2025-01-17,45.07,1.709,1167.1,26,0
M009,ROBOT_ARM,2025-01-18,45.8,1.333,1183.4,27,0
M009,ROBOT_ARM,2025-01-19,49.84,1.283,1198.7,28,0
M009,ROBOT_ARM,2025-01-20,46.31,1.604,1204.8,29,0
M009,ROBOT_ARM,2025-01-21,45.08,1.997,1218.1,30,0
M009,ROBOT_ARM,2025-01-22,47.95,1.474,1234.2,31,0
M009,ROBOT_ARM,2025-01-23,46.91,1.649,1253.9,0,0
M009,ROBOT_ARM,2025-01-24,43.93,1.604,1263.3,1,0
M009,ROBOT_ARM,2025-01-25,53.51,1.868,1279.6,2,0
M009,ROBOT_ARM,2025-01-26,46.04,1.515,1295.4,3,0
M009,ROBOT_ARM,2025-01-27,48.21,1.975,1307.6,4,0
M009,ROBOT_ARM,2025-01-28,50.44,1.532,1324.8,5,0
M009,ROBOT_ARM,2025-01-29,50.38,1.867,1332.0,6,0
M009,ROBOT_ARM,2025-01-30,47.58,1.816,1344.8,7,0
M009,ROBOT_ARM,2025-01-31,50.11,2.039,1352.6,8,0
M009,ROBOT_ARM,2025-02-01,44.04,1.457,1362.8,9,0
M009,ROBOT_ARM,2025-02-02,47.03,1.21,1381.8,10,0
M009,ROBOT_ARM,2025-02-03,47.03,1.48,1399.8,11,0
M009,ROBOT_ARM,2025-02-04,52.24,1.716,1411.8,12,0
M009,ROBOT_ARM,2025-02-05,49.44,1.236,1421.2,13,0
M009,ROBOT_ARM,2025-02-06,50.08,1.776,1435.8,14,0
M009,ROBOT_ARM,2025-02-07,48.07,1.263,1442.2,15,0
M009,ROBOT_ARM,2025-02-08,50.69,1.783,1451.1,16,0
M009,ROBOT_ARM,2025-02-09,46.78,1.53,1460.0,17,0
M009,ROBOT_ARM,2025-02-10,47.75,1.561,1470.8,18,0
M009,ROBOT_ARM,2025-02-11,50.85,1.632,1478.8,19,0
M009,ROBOT_ARM,2025-02-12,51.83,1.698,1485.3,20,0
M009,ROBOT_ARM,2025-02-13,50.37,1.566,1500.0,21,0
M009,ROBOT_ARM,2025-02-14,49.73,1.468,1511.7,22,0
M009,ROBOT_ARM,2025-02-15,50.87,1.49,1530.4,23,0
M009,ROBOT_ARM,2025-02-16,44.57,1.341,1547.8,24,0
M009,ROBOT_ARM,2025-02-17,49.7,1.361,1565.7,25,0
M009,ROBOT_ARM,2025-02-18,42.07,1.771,1585.2,26,0
M009,ROBOT_ARM,2025-02-19,50.17,1.528,1600.5,27,0
M009,ROBOT_ARM,2025-02-20,50.57,1.644,1615.9,0,0
M009,ROBOT_ARM,2025-02-21,45.83,1.666,1626.4,1,0
M009,ROBOT_ARM,2025-02-22,44.86,1.618,1644.6,2,0
M009,ROBOT_ARM,2025-02-23,45.74,1.549,1659.6,3,0
M009,ROBOT_ARM,2025-02-24,43.29,1.643,1666.0,4,0
M009,ROBOT_ARM,2025-02-25,49.85,1.543,1674.9,5,0
M009,ROBOT_ARM,2025-02-26,46.34,1.596,1688.6,6,0
M009,ROBOT_ARM,2025-02-27,47.5,1.293,1706.5,7,0
M009,ROBOT_ARM,2025-02-28,47.62,1.52,1718.8,8,0
M009,ROBOT_ARM,2025-03-01,46.4,1.574,1733.5,9,0
M009,ROBOT_ARM,2025-03-02,46.23,1.572,1743.4,10,0
M009,ROBOT_ARM,2025-03-03,50.02,1.596,1751.1,11,0
M009,ROBOT_ARM,2025-03-04,46.36,1.475,1761.2,12,0
M009,ROBOT_ARM,2025-03-05,49.49,1.29,1777.8,13,0
M009,ROBOT_ARM,2025-03-06,45.69,1.537,1786.5,14,0
M009,ROBOT_ARM,2025-03-07,48.15,1.659,1798.0,15,0
M009,ROBOT_ARM,2025-03-08,46.22,1.777,1815.3,16,0
M009,ROBOT_ARM,2025-03-09,48.24,1.335,1829.5,17,0
M009,ROBOT_ARM,2025-03-10,49.9,2.098,1843.3,18,0
M009,ROBOT_ARM,2025-03-11,45.35,1.37,1855.8,19,0
M009,ROBOT_ARM,2025-03-12,47.84,1.466,1869.4,20,0
M009,ROBOT_ARM,2025-03-13,47.29,1.377,1884.8,21,0
M009,ROBOT_ARM,2025-03-14,43.81,1.323,1894.2,22,0
M009,ROBOT_ARM,2025-03-15,47.0,1.545,1909.5,23,0
M009,ROBOT_ARM,2025-03-16,52.28,1.395,1920.3,24,0
M009,ROBOT_ARM,2025-03-17,44.8,2.095,1937.7,25,0
M009,ROBOT_ARM,2025-03-18,51.96,1.281,1948.2,26,0
M009,ROBOT_ARM,2025-03-19,48.43,1.065,1957.5,27,0
M009,ROBOT_ARM,2025-03-20,48.66,1.251,1973.8,28,0
M009,ROBOT_ARM,2025-03-21,42.88,1.583,1989.6,0,0
M009,ROBOT_ARM,2025-03-22,46.86,1.536,1997.2,1,0
M009,ROBOT_ARM,2025-03-23,51.29,1.405,2015.3,2,0
M009,ROBOT_ARM,2025-03-24,42.27,1.523,2023.4,3,0
M009,ROBOT_ARM,2025-03-25,52.05,1.337,2037.0,4,0
M009,ROBOT_ARM,2025-03-26,50.06,1.465,2051.9,5,0
M009,ROBOT_ARM,2025-03-27,41.47,1.368,2059.4,6,0
M009,ROBOT_ARM,2025-03-28,46.31,1.62,2072.6,7,0
M009,ROBOT_ARM,2025-03-29,49.59,1.537,2086.7,8,0
M009,ROBOT_ARM,2025-03-30,49.64,1.302,2099.8,9,0
M009,ROBOT_ARM,2025-03-31,45.97,1.604,2117.5,10,0
M009,ROBOT_ARM,2025-04-01,44.86,1.293,2128.7,11,0
M009,ROBOT_ARM,2025-04-02,47.76,1.324,2137.6,12,0
M009,ROBOT_ARM,2025-04-03,48.44,1.369,2144.3,13,0
M009,ROBOT_ARM,2025-04-04,42.46,1.696,2160.4,14,0
M009,ROBOT_ARM,2025-04-05,45.01,1.499,2171.9,15,0
M009,ROBOT_ARM,2025-04-06,47.33,1.406,2179.2,16,0
M009,ROBOT_ARM,2025-04-07,45.44,1.619,2188.6,17,0
M009,ROBOT_ARM,2025-04-08,48.16,1.743,2198.3,18,0
M009,ROBOT_ARM,2025-04-09,44.96,1.078,2205.0,19,0
M009,ROBOT_ARM,2025-04-10,49.0,1.669,2214.4,20,0
M009,ROBOT_ARM,2025-04-11,50.01,1.651,2222.5,21,0
M009,ROBOT_ARM,2025-04-12,47.12,1.51,2239.5,22,0
M009,ROBOT_ARM,2025-04-13,45.3,1.651,2250.6,23,0
M009,ROBOT_ARM,2025-04-14,47.4,1.352,2263.7,24,0
M009,ROBOT_ARM,2025-04-15,48.34,1.714,2272.1,25,0
M009,ROBOT_ARM,2025-04-16,44.96,1.041,2283.6,26,0
M009,ROBOT_ARM,2025-04-17,48.29,1.275,2299.9,27,0
M009,ROBOT_ARM,2025-04-18,44.41,1.423,2308.6,28,0
M009,ROBOT_ARM,2025-04-19,48.36,1.283,2327.0,29,0
M009,ROBOT_ARM,2025-04-20,51.29,0.952,2341.7,30,0
M009,ROBOT_ARM,2025-04-21,53.81,0.835,2350.4,31,0
M009,ROBOT_ARM,2025-04-22,48.01,1.807,2370.1,32,0
M009,ROBOT_ARM,2025-04-23,50.16,1.428,2389.3,0,0
M009,ROBOT_ARM,2025-04-24,54.62,1.8,2404.4,1,0
M009,ROBOT_ARM,2025-04-25,52.2,1.899,2422.3,2,0
M009,ROBOT_ARM,2025-04-26,48.12,1.853,2429.2,3,0
M009,ROBOT_ARM,2025-04-27,48.98,1.153,2447.4,4,0
M009,ROBOT_ARM,2025-04-28,47.85,1.626,2455.4,5,0
M009,ROBOT_ARM,2025-04-29,51.03,1.197,2471.2,6,0
M009,ROBOT_ARM,2025-04-30,51.1,1.328,2483.4,7,0
M009,ROBOT_ARM,2025-05-01,44.81,1.604,2497.3,8,0
M009,ROBOT_ARM,2025-05-02,43.58,1.157,2510.7,9,0
M009,ROBOT_ARM,2025-05-03,53.29,1.469,2521.1,10,0
M009,ROBOT_ARM,2025-05-04,48.43,1.57,2535.2,11,0
M009,ROBOT_ARM,2025-05-05,48.25,1.416,2548.3,12,0
M009,ROBOT_ARM,2025-05-06,47.6,1.308,2560.5,13,0
M009,ROBOT_ARM,2025-05-07,47.66,1.642,2573.0,14,0
M009,ROBOT_ARM,2025-05-08,50.13,2.278,2582.4,15,0
M009,ROBOT_ARM,2025-05-09,47.31,1.25,2599.1,16,0
M009,ROBOT_ARM,2025-05-10,50.2,1.181,2614.2,17,0
M009,ROBOT_ARM,2025-05-11,49.47,1.615,2632.4,18,0
M009,ROBOT_ARM,2025-05-12,44.79,1.728,2652.4,19,0
M009,ROBOT_ARM,2025-05-13,46.33,1.505,2666.3,20,0
M009,ROBOT_ARM,2025-05-14,42.19,1.009,2685.7,21,0
M009,ROBOT_ARM,2025-05-15,48.47,1.6,2692.6,22,0
M009,ROBOT_ARM,2025-05-16,47.44,1.1,2705.0,23,0
M009,ROBOT_ARM,2025-05-17,48.04,1.184,2722.6,24,0
M009,ROBOT_ARM,2025-05-18,44.36,1.614,2737.1,25,0
M009,ROBOT_ARM,2025-05-19,50.19,1.635,2756.7,26,0
M009,ROBOT_ARM,2025-05-20,51.13,1.841,2775.1,27,0
M009,ROBOT_ARM,2025-05-21,50.75,2.014,2791.5,28,0
M009,ROBOT_ARM,2025-05-22,47.2,1.802,2806.6,29,0
M009,ROBOT_ARM,2025-05-23,50.48,1.768,2826.5,30,0
M009,ROBOT_ARM,2025-05-24,51.47,1.551,2838.7,31,0
M009,ROBOT_ARM,2025-05-25,53.2,0.971,2855.8,32,0
M009,ROBOT_ARM,2025-05-26,47.02,1.685,2866.3,33,0
M009,ROBOT_ARM,2025-05-27,45.64,1.667,2875.1,34,0
M009,ROBOT_ARM,2025-05-28,46.87,1.313,2893.5,0,0
M009,ROBOT_ARM,2025-05-29,48.09,1.902,2913.4,1,0
M009,ROBOT_ARM,2025-05-30,46.82,1.282,2927.6,2,0
M009,ROBOT_ARM,2025-05-31,49.83,1.111,2943.7,3,0
M009,ROBOT_ARM,2025-06-01,47.81,1.082,2950.7,4,0
M009,ROBOT_ARM,2025-06-02,53.23,2.014,2958.3,5,0
M009,ROBOT_ARM,2025-06-03,51.09,1.751,2967.9,6,0
M009,ROBOT_ARM,2025-06-04,48.26,1.394,2981.4,7,0
M009,ROBOT_ARM,2025-06-05,44.68,1.991,2991.5,8,0
M009,ROBOT_ARM,2025-06-06,42.54,1.324,3010.2,9,0
M009,ROBOT_ARM,2025-06-07,48.38,1.437,3019.4,10,0
M009,ROBOT_ARM,2025-06-08,44.17,1.292,3035.0,11,0
M009,ROBOT_ARM,2025-06-09,47.94,1.665,3050.8,12,0
M009,ROBOT_ARM,2025-06-10,45.7,1.517,3069.9,13,0
M009,ROBOT_ARM,2025-06-11,45.33,1.68,3082.2,14,0
M009,ROBOT_ARM,2025-06-12,48.1,1.701,3089.8,15,0
M009,ROBOT_ARM,2025-06-13,48.74,1.251,3102.6,16,0
M009,ROBOT_ARM,2025-06-14,49.2,1.48,3110.1,17,0
M009,ROBOT_ARM,2025-06-15,47.6,1.63,3122.1,18,0
M009,ROBOT_ARM,2025-06-16,47.17,1.465,3138.0,19,0
M009,ROBOT_ARM,2025-06-17,44.81,0.974,3156.5,20,0
M009,ROBOT_ARM,2025-06-18,50.07,1.329,3165.3,21,0
M009,ROBOT_ARM,2025-06-19,48.27,1.434,3175.3,22,0
M009,ROBOT_ARM,2025-06-20,49.31,1.711,3182.0,23,0
M009,ROBOT_ARM,2025-06-21,52.05,1.678,3190.9,24,0
M009,ROBOT_ARM,2025-06-22,50.23,1.847,3203.6,25,0
M009,ROBOT_ARM,2025-06-23,49.9,1.568,3219.8,26,0
M009,ROBOT_ARM,2025-06-24,47.34,1.335,3237.8,27,0
M009,ROBOT_ARM,2025-06-25,50.39,1.206,3256.2,28,0
M009,ROBOT_ARM,2025-06-26,50.51,1.863,3275.8,29,0
M009,ROBOT_ARM,2025-06-27,48.73,0.977,3295.5,0,0
M009,ROBOT_ARM,2025-06-28,48.41,2.23,3303.5,1,0
M009,ROBOT_ARM,2025-06-29,48.82,0.981,3317.7,2,0
M010,PUMP,2025-01-01,57.7,2.105,2156.9,14,0
M010,PUMP,2025-01-02,61.47,2.333,2164.5,15,0
M010,PUMP,2025-01-03,63.68,2.225,2178.2,16,0
M010,PUMP,2025-01-04,60.66,2.344,2197.1,17,0
M010,PUMP,2025-01-05,62.0,2.432,2210.1,18,0
M010,PUMP,2025-01-06,60.76,2.282,2221.9,19,0
M010,PUMP,2025-01-07,59.32,3.004,2232.1,20,0
M010,PUMP,2025-01-08,58.95,3.333,2243.5,21,0
M010,PUMP,2025-01-09,59.64,2.818,2257.3,22,0
M010,PUMP,2025-01-10,60.31,1.982,2269.9,23,0
M010,PUMP,2025-01-11,60.32,2.123,2289.0,24,0
M010,PUMP,2025-01-12,58.21,2.55,2304.4,25,0
M010,PUMP,2025-01-13,57.47,2.725,2315.6,26,0
M010,PUMP,2025-01-14,58.28,2.617,2327.3,27,0
M010,PUMP,2025-01-15,63.96,2.559,2335.7,28,0
M010,PUMP,2025-01-16,59.38,2.3,2352.1,29,0
M010,PUMP,2025-01-17,56.83,2.41,2367.5,30,0
M010,PUMP,2025-01-18,66.7,2.189,2377.0,31,0
M010,PUMP,2025-01-19,64.74,2.392,2394.2,0,0
M010,PUMP,2025-01-20,59.1,2.679,2405.9,1,0
M010,PUMP,2025-01-21,57.49,2.712,2424.4,2,0
M010,PUMP,2025-01-22,57.1,2.311,2433.7,3,0
M010,PUMP,2025-01-23,56.44,2.525,2440.7,4,0
M010,PUMP,2025-01-24,61.84,1.896,2452.8,5,0
M010,PUMP,2025-01-25,63.8,2.332,2463.1,6,0
M010,PUMP,2025-01-26,63.57,2.213,2471.3,7,0
M010,PUMP,2025-01-27,62.62,2.62,2477.8,8,0
M010,PUMP,2025-01-28,61.56,3.342,2496.1,9,0
M010,PUMP,2025-01-29,66.34,2.631,2505.3,10,0
M010,PUMP,2025-01-30,60.04,2.369,2518.8,11,0
M010,PUMP,2025-01-31,63.12,2.094,2527.7,12,0
M010,PUMP,2025-02-01,58.08,2.731,2543.1,13,0
M010,PUMP,2025-02-02,62.47,2.929,2554.1,14,0
M010,PUMP,2025-02-03,61.79,1.896,2570.6,15,0
M010,PUMP,2025-02-04,58.56,2.009,2588.5,16,0
M010,PUMP,2025-02-05,60.24,2.766,2603.7,17,0
M010,PUMP,2025-02-06,59.93,1.754,2615.9,18,0
M010,PUMP,2025-02-07,60.85,2.59,2627.7,19,0
M010,PUMP,2025-02-08,56.96,2.784,2640.3,20,0
M010,PUMP,2025-02-09,59.18,2.932,2654.6,21,0
M010,PUMP,2025-02-10,59.46,2.98,2663.7,22,0
M010,PUMP,2025-02-11,57.65,2.412,2677.6,23,0
M010,PUMP,2025-02-12,61.96,2.29,2695.7,24,0
M010,PUMP,2025-02-13,56.79,2.457,2709.5,25,0
M010,PUMP,2025-02-14,58.68,2.929,2729.0,26,0
M010,PUMP,2025-02-15,60.97,2.851,2743.3,27,0
M010,PUMP,2025-02-16,72.21,3.638,2756.6,28,0
M010,PUMP,2025-02-17,61.56,2.593,2769.8,0,0
M010,PUMP,2025-02-18,61.6,3.29,2781.8,1,0
M010,PUMP,2025-02-19,69.42,2.402,2789.7,2,0
M010,PUMP,2025-02-20,69.48,1.578,2800.2,3,0
M010,PUMP,2025-02-21,69.37,3.495,2813.9,4,0
M010,PUMP,2025-02-22,64.92,2.614,2824.3,5,0
M010,PUMP,2025-02-23,65.33,3.045,2844.3,6,0
M010,PUMP,2025-02-24,70.07,3.074,2851.1,7,0
M010,PUMP,2025-02-25,64.0,4.344,2864.6,8,0
M010,PUMP,2025-02-26,68.95,4.553,2875.2,9,0
M010,PUMP,2025-02-27,66.75,3.738,2884.5,10,0
M010,PUMP,2025-02-28,71.85,4.888,2897.8,11,0
M010,PUMP,2025-03-01,76.99,4.395,2907.1,12,0
M010,PUMP,2025-03-02,68.67,4.029,2926.6,13,0
M010,PUMP,2025-03-03,79.0,4.089,2945.2,14,0
M010,PUMP,2025-03-04,70.91,4.004,2960.6,15,0
M010,PUMP,2025-03-05,74.22,3.421,2972.9,16,1
M010,PUMP,2025-03-06,82.7,3.37,2982.8,17,1
M010,PUMP,2025-03-07,69.69,5.283,2991.9,18,1
M010,PUMP,2025-03-08,75.02,4.889,3000.7,19,1
M010,PUMP,2025-03-09,72.13,4.261,3014.8,20,1
M010,PUMP,2025-03-10,74.66,4.604,3029.5,21,1
M010,PUMP,2025-03-11,79.09,5.445,3038.2,22,1
M010,PUMP,2025-03-12,63.48,2.541,3044.3,23,0
M011,CNC_MILL,2025-01-01,45.79,2.233,4307.5,3,0
M011,CNC_MILL,2025-01-02,56.51,2.197,4320.3,4,0
M011,CNC_MILL,2025-01-03,50.63,1.874,4329.1,5,0
M011,CNC_MILL,2025-01-04,51.06,2.238,4335.8,6,0
M011,CNC_MILL,2025-01-05,57.56,1.808,4347.1,7,0
M011,CNC_MILL,2025-01-06,52.91,1.714,4355.5,8,0
M011,CNC_MILL,2025-01-07,56.09,2.605,4362.9,9,0
M011,CNC_MILL,2025-01-08,54.47,2.059,4380.8,10,0
M011,CNC_MILL,2025-01-09,61.04,2.191,4392.2,11,0
M011,CNC_MILL,2025-01-10,57.93,2.42,4402.7,12,0
M011,CNC_MILL,2025-01-11,51.29,2.013,4409.4,13,0
M011,CNC_MILL,2025-01-12,49.06,1.919,4426.1,14,0
M011,CNC_MILL,2025-01-13,52.6,2.317,4440.4,15,0
M011,CNC_MILL,2025-01-14,54.02,2.037,4454.4,16,0
M011,CNC_MILL,2025-01-15,53.0,2.226,4473.1,17,0
M011,CNC_MILL,2025-01-16,56.86,1.361,4488.6,18,0
M011,CNC_MILL,2025-01-17,48.96,2.03,4508.1,19,0
M011,CNC_MILL,2025-01-18,50.88,2.29,4515.9,20,0
M011,CNC_MILL,2025-01-19,52.19,1.938,4523.0,21,0
M011,CNC_MILL,2025-01-20,57.94,2.12,4533.1,22,0
M011,CNC_MILL,2025-01-21,55.5,1.585,4552.1,23,0
M011,CNC_MILL,2025-01-22,54.05,1.395,4570.4,24,0
M011,CNC_MILL,2025-01-23,54.32,1.957,4589.4,25,0
M011,CNC_MILL,2025-01-24,51.84,1.321,4605.3,26,0
M011,CNC_MILL,2025-01-25,53.74,2.033,4613.9,27,0
M011,CNC_MILL,2025-01-26,59.34,1.7,4625.3,28,0
M011,CNC_MILL,2025-01-27,52.76,1.802,4634.9,29,0
M011,CNC_MILL,2025-01-28,52.43,1.817,4647.9,30,0
M011,CNC_MILL,2025-01-29,54.46,1.967,4658.9,31,0
M011,CNC_MILL,2025-01-30,57.25,1.745,4669.2,32,0
M011,CNC_MILL,2025-01-31,56.38,2.39,4682.1,33,0
M011,CNC_MILL,2025-02-01,57.18,2.433,4688.2,34,0
M011,CNC_MILL,2025-02-02,51.3,2.286,4702.4,0,0
M011,CNC_MILL,2025-02-03,58.32,1.958,4721.2,1,0
M011,CNC_MILL,2025-02-04,56.8,1.536,4734.3,2,0
M011,CNC_MILL,2025-02-05,59.35,1.778,4740.6,3,0
M011,CNC_MILL,2025-02-06,54.53,1.672,4758.2,4,0
M011,CNC_MILL,2025-02-07,54.91,2.233,4771.1,5,0
M011,CNC_MILL,2025-02-08,54.66,2.296,4784.8,6,0
M011,CNC_MILL,2025-02-09,60.98,1.717,4797.1,7,0
M011,CNC_MILL,2025-02-10,54.99,1.84,4805.3,8,0
M011,CNC_MILL,2025-02-11,54.03,2.004,4811.6,9,0
M011,CNC_MILL,2025-02-12,55.02,1.759,4820.1,10,0
M011,CNC_MILL,2025-02-13,59.93,2.117,4830.8,11,0
M011,CNC_MILL,2025-02-14,53.07,1.178,4845.9,12,0
M011,CNC_MILL,2025-02-15,58.56,2.462,4856.3,13,0
M011,CNC_MILL,2025-02-16,54.98,2.061,4872.8,14,0
M011,CNC_MILL,2025-02-17,53.98,1.735,4887.1,15,0
M011,CNC_MILL,2025-02-18,51.15,2.265,4906.7,16,0
M011,CNC_MILL,2025-02-19,50.67,2.206,4913.6,17,0
M011,CNC_MILL,2025-02-20,56.46,1.902,4925.4,18,0
M011,CNC_MILL,2025-02-21,54.49,2.231,4934.1,19,0
M011,CNC_MILL,2025-02-22,52.99,2.306,4944.7,20,0
M011,CNC_MILL,2025-02-23,56.98,2.53,4963.4,21,0
M011,CNC_MILL,2025-02-24,58.12,2.028,4975.1,22,0
M011,CNC_MILL,2025-02-25,55.12,1.959,4985.7,23,0
M011,CNC_MILL,2025-02-26,57.3,2.183,4999.4,24,0
M011,CNC_MILL,2025-02-27,59.14,2.569,5012.0,25,0
M011,CNC_MILL,2025-02-28,58.01,2.077,5026.8,26,0
M011,CNC_MILL,2025-03-01,55.34,2.304,5037.1,27,0
M011,CNC_MILL,2025-03-02,57.7,2.555,5054.6,28,0
M011,CNC_MILL,2025-03-03,63.73,2.086,5064.6,29,0
M011,CNC_MILL,2025-03-04,57.82,3.076,5079.5,30,0
M011,CNC_MILL,2025-03-05,60.09,2.572,5097.5,0,0
M011,CNC_MILL,2025-03-06,58.15,2.973,5116.2,1,0
M011,CNC_MILL,2025-03-07,60.93,3.018,5132.7,2,0
M011,CNC_MILL,2025-03-08,60.21,3.585,5144.2,3,0
M011,CNC_MILL,2025-03-09,62.67,1.927,5156.9,4,0
M011,CNC_MILL,2025-03-10,56.37,3.427,5169.9,5,0
M011,CNC_MILL,2025-03-11,61.74,4.171,5183.0,6,0
M011,CNC_MILL,2025-03-12,66.09,3.579,5190.8,7,0
M011,CNC_MILL,2025-03-13,57.88,2.902,5207.1,8,0
M011,CNC_MILL,2025-03-14,66.82,2.542,5214.7,9,0
M011,CNC_MILL,2025-03-15,66.78,2.22,5226.8,10,0
M011,CNC_MILL,2025-03-16,74.11,2.951,5239.2,11,0
M011,CNC_MILL,2025-03-17,67.09,3.358,5246.7,12,0
M011,CNC_MILL,2025-03-18,67.04,2.933,5265.3,13,0
M011,CNC_MILL,2025-03-19,81.55,4.167,5276.1,14,1
M011,CNC_MILL,2025-03-20,70.26,3.323,5282.7,15,1
M011,CNC_MILL,2025-03-21,69.46,3.965,5290.7,16,1
M011,CNC_MILL,2025-03-22,67.35,4.623,5308.2,17,1
